Source_IP,Destination_IP,Protocol,Packet_Size,Flow_Duration,Bytes_Per_Second,Login_Attempts,API_Requests,Unauthorized_Access,Malware_Attack,DDoS_Attack,Abnormal_Data_Transfer_MB,Encrypted_Traffic_Ratio,Failed_Auth_Attempts,TCP_Flags,Suspicious_IP_Flag,Port_Scan_Activity,Suspicious_DNS_Request,Anomalous_Behavior_Score,Object_Type
192.168.1.156,10.0.0.201,ICMP,362,13951,15273.24,39,175,0,0,0,4017,0.71,3,SYN,0,0,0,0.45,Normal
192.168.1.111,10.0.0.107,TCP,329,14741,175.56,20,20,1,0,0,1916,0.12,11,FIN,0,0,0,0.34,Unauthorized Access
192.168.1.207,10.0.0.250,ICMP,583,13634,16458.02,33,16,0,0,0,5105,0.94,4,URG,0,0,0,0.9,Normal
192.168.1.134,10.0.0.181,UDP,338,915,9301.3,15,58,0,0,0,3646,0.34,7,ACK,1,0,0,0.11,Normal
192.168.1.108,10.0.0.153,UDP,1011,18276,9268.65,45,49,0,0,0,9867,0.52,14,PSH,0,1,0,0.18,Normal
192.168.1.251,10.0.0.89,TCP,116,501,8691.79,43,170,0,0,0,7341,0.34,9,SYN,0,0,0,0.45,Normal
192.168.1.189,10.0.0.125,ICMP,875,13725,13840.0,8,140,0,0,0,3805,0.8,11,URG,0,0,0,0.44,Normal
192.168.1.148,10.0.0.113,ICMP,1487,14722,4197.14,43,169,0,0,0,3281,0.15,5,URG,0,0,0,0.14,Normal
192.168.1.114,10.0.0.213,TCP,552,8742,12137.14,2,186,0,0,0,2534,0.35,24,SYN,0,0,0,0.29,Normal
192.168.1.78,10.0.0.137,TCP,565,2896,891.49,22,60,0,1,0,3357,0.62,17,FIN,0,0,0,0.37,Malware Attack
192.168.1.130,10.0.0.247,ICMP,370,12617,16228.87,12,24,0,0,0,4010,0.05,16,URG,0,0,0,0.73,Normal
192.168.1.201,10.0.0.240,ICMP,480,14570,16310.72,37,13,0,0,0,9327,0.61,17,SYN,0,0,0,0.99,Normal
192.168.1.37,10.0.0.166,UDP,572,16849,6244.48,33,34,0,0,1,3525,0.7,10,FIN,0,0,0,0.96,DDoS Attack
192.168.1.20,10.0.0.150,ICMP,984,660,2117.33,29,189,0,0,0,4472,0.95,23,RST,0,0,0,0.67,Normal
192.168.1.26,10.0.0.107,ICMP,701,17698,14957.5,38,155,0,1,0,9516,0.98,22,ACK,0,0,0,0.3,Malware Attack
192.168.1.29,10.0.0.87,UDP,729,13805,9409.59,25,85,0,0,0,6712,0.26,0,PSH,0,0,0,0.55,Normal
192.168.1.1,10.0.0.177,UDP,69,9005,18500.09,31,67,1,0,0,2182,0.67,3,ACK,0,0,0,0.42,Unauthorized Access
192.168.1.119,10.0.0.68,UDP,485,3394,7076.16,19,14,0,0,0,8476,0.08,13,ACK,0,0,0,0.01,Normal
192.168.1.35,10.0.0.221,UDP,453,4714,16831.77,45,107,0,0,0,8162,0.72,17,URG,0,0,0,0.33,Normal
192.168.1.198,10.0.0.15,TCP,397,11042,516.2,37,101,0,0,0,9530,0.33,4,FIN,0,0,0,0.37,Normal
192.168.1.229,10.0.0.65,UDP,401,11264,15458.15,8,41,0,1,0,2824,0.21,3,PSH,0,0,0,0.18,Malware Attack
192.168.1.245,10.0.0.54,TCP,911,16112,13568.22,38,108,0,0,0,7888,0.02,12,URG,0,0,0,0.03,Normal
192.168.1.59,10.0.0.158,UDP,1175,9515,10530.09,15,185,0,0,0,8980,0.53,16,RST,0,0,0,0.45,Normal
192.168.1.69,10.0.0.93,UDP,332,19039,18209.41,44,158,0,0,0,5421,0.18,10,SYN,1,0,0,0.01,Normal
192.168.1.161,10.0.0.20,UDP,128,2063,18840.8,37,45,0,0,0,2037,0.58,15,ACK,0,0,0,0.89,Normal
192.168.1.241,10.0.0.33,ICMP,741,19908,18594.41,3,74,0,0,0,5660,0.51,0,SYN,0,0,0,0.11,Normal
192.168.1.179,10.0.0.233,TCP,1151,319,11960.08,11,1,0,0,0,7672,0.62,14,PSH,0,0,0,0.72,Normal
192.168.1.206,10.0.0.236,UDP,1357,15201,10392.74,25,103,0,0,0,692,0.24,7,FIN,0,0,0,0.53,Normal
192.168.1.12,10.0.0.100,ICMP,720,5131,5386.75,9,92,0,0,0,9135,0.12,20,PSH,0,0,0,0.87,Normal
192.168.1.234,10.0.0.252,TCP,1464,6907,3249.79,15,94,0,0,0,9053,0.78,0,PSH,0,1,0,0.28,Normal
192.168.1.20,10.0.0.214,TCP,844,15615,11146.32,0,84,0,0,0,3078,0.99,17,SYN,0,0,0,0.83,Normal
192.168.1.181,10.0.0.77,ICMP,392,9816,2978.45,11,180,0,0,0,765,0.38,19,URG,0,0,0,0.94,Normal
192.168.1.242,10.0.0.135,TCP,581,9024,3450.59,21,20,0,0,0,8092,0.39,24,ACK,0,0,0,0.33,Normal
192.168.1.216,10.0.0.136,ICMP,925,9529,7141.29,28,23,0,0,0,3240,0.87,1,FIN,0,0,0,0.03,Normal
192.168.1.251,10.0.0.156,UDP,484,16451,3743.07,18,95,0,0,1,8440,0.17,8,PSH,0,0,0,0.85,DDoS Attack
192.168.1.43,10.0.0.173,ICMP,1400,1258,10039.55,29,96,0,0,0,560,0.35,11,SYN,0,0,0,0.23,Normal
192.168.1.126,10.0.0.107,TCP,372,16911,13278.35,27,116,0,0,0,8288,0.28,15,RST,0,0,0,0.49,Normal
192.168.1.226,10.0.0.201,TCP,877,18471,13961.03,20,90,0,0,0,8420,0.13,12,URG,0,0,0,0.57,Normal
192.168.1.217,10.0.0.217,UDP,909,18551,10660.23,17,6,0,0,0,6833,0.54,18,RST,0,0,0,0.74,Normal
192.168.1.50,10.0.0.120,ICMP,1025,6394,10440.76,40,161,0,0,0,4612,0.63,5,ACK,0,0,0,0.43,Normal
192.168.1.29,10.0.0.208,UDP,1276,16140,9501.47,23,8,0,0,0,164,0.88,23,SYN,0,0,1,0.7,Normal
192.168.1.185,10.0.0.74,ICMP,784,3683,4912.85,25,63,0,0,0,8526,0.65,9,FIN,0,0,0,0.6,Normal
192.168.1.39,10.0.0.11,ICMP,1129,5159,13088.31,35,124,0,0,0,3744,0.05,19,SYN,0,0,0,0.3,Normal
192.168.1.223,10.0.0.31,ICMP,653,18907,13144.01,42,132,0,0,0,270,0.05,5,ACK,0,1,1,0.42,Normal
192.168.1.184,10.0.0.12,UDP,383,6618,5123.54,15,141,0,0,0,33,0.06,12,FIN,0,0,0,0.63,Normal
192.168.1.239,10.0.0.124,UDP,1074,10486,14014.37,31,35,0,0,1,7076,0.25,17,FIN,0,0,0,0.77,DDoS Attack
192.168.1.171,10.0.0.223,TCP,508,17788,17161.53,1,93,0,0,0,2832,0.25,10,SYN,0,0,0,0.23,Normal
192.168.1.178,10.0.0.78,UDP,1461,18099,11898.24,8,162,0,0,0,2099,0.78,21,RST,0,0,0,0.06,Normal
192.168.1.151,10.0.0.179,ICMP,349,9374,2359.62,17,56,0,0,0,2543,0.05,23,ACK,0,0,0,0.73,Normal
192.168.1.172,10.0.0.172,ICMP,234,18815,6551.94,48,139,0,0,0,2875,0.61,22,FIN,0,0,0,0.2,Normal
192.168.1.38,10.0.0.96,ICMP,326,8801,1864.83,48,38,0,0,0,8118,0.6,21,URG,0,0,0,0.88,Normal
192.168.1.84,10.0.0.50,UDP,1005,19898,6047.6,45,173,0,0,0,4992,0.51,13,SYN,0,0,0,0.38,Normal
192.168.1.151,10.0.0.117,TCP,205,18693,4246.77,44,86,0,0,0,2259,0.02,19,URG,0,0,0,0.77,Normal
192.168.1.128,10.0.0.17,UDP,1235,17890,11097.03,18,186,0,0,0,564,0.83,22,URG,0,1,0,0.27,Normal
192.168.1.126,10.0.0.163,TCP,691,6716,8476.65,37,118,0,0,0,7794,0.38,22,PSH,0,0,0,0.61,Normal
192.168.1.45,10.0.0.129,UDP,656,14881,14456.45,11,162,1,0,0,6340,0.45,22,SYN,0,0,0,0.21,Unauthorized Access
192.168.1.52,10.0.0.157,ICMP,479,11319,7267.22,12,110,0,0,1,7480,0.67,20,PSH,0,0,0,0.43,DDoS Attack
192.168.1.80,10.0.0.179,TCP,88,6781,3102.87,34,75,0,0,0,4405,0.66,8,FIN,0,0,0,0.72,Normal
192.168.1.178,10.0.0.64,UDP,690,16248,4728.14,47,92,0,0,1,5130,0.28,13,RST,0,0,0,0.81,DDoS Attack
192.168.1.234,10.0.0.253,ICMP,157,2668,10920.21,9,119,0,0,0,7671,0.01,11,FIN,0,0,0,0.62,Normal
192.168.1.124,10.0.0.132,TCP,368,11901,9002.6,21,152,0,1,0,791,0.81,14,SYN,0,0,0,0.59,Malware Attack
192.168.1.119,10.0.0.87,TCP,248,2333,861.75,9,74,0,0,0,329,0.76,17,FIN,0,0,0,0.2,Normal
192.168.1.8,10.0.0.156,ICMP,346,2905,4206.81,49,63,0,0,0,5220,0.64,6,FIN,0,0,0,0.01,Normal
192.168.1.242,10.0.0.16,ICMP,1242,1541,5941.76,34,109,0,0,0,6863,0.93,21,PSH,0,0,0,0.21,Normal
192.168.1.85,10.0.0.63,UDP,749,11368,14509.94,44,167,0,0,0,3962,0.2,8,URG,0,0,0,0.19,Normal
192.168.1.129,10.0.0.76,UDP,926,15515,14611.23,15,149,0,0,0,378,0.1,1,ACK,0,1,0,0.78,Normal
192.168.1.247,10.0.0.181,ICMP,748,12964,13962.77,35,164,0,0,0,8712,1.0,12,RST,0,0,0,0.03,Normal
192.168.1.8,10.0.0.85,UDP,729,791,16371.04,10,48,0,0,0,2903,0.87,5,FIN,0,0,0,0.5,Normal
192.168.1.157,10.0.0.109,ICMP,1101,1435,17478.86,16,84,0,0,0,9316,0.04,12,RST,1,0,0,0.34,Normal
192.168.1.96,10.0.0.17,ICMP,953,4938,1431.45,24,141,0,0,0,1033,0.33,10,FIN,0,0,0,0.24,Normal
192.168.1.102,10.0.0.168,UDP,879,2561,9866.22,0,2,0,0,0,3389,0.52,21,PSH,0,0,0,0.74,Normal
192.168.1.5,10.0.0.141,UDP,404,10525,2987.7,11,111,0,0,0,6722,0.63,3,SYN,0,0,0,0.26,Normal
192.168.1.239,10.0.0.180,TCP,667,12623,7087.66,2,155,0,0,0,6017,0.42,11,FIN,0,0,0,0.26,Normal
192.168.1.86,10.0.0.58,TCP,797,566,13267.31,8,7,0,0,0,4326,0.09,17,PSH,0,0,0,0.82,Normal
192.168.1.175,10.0.0.224,UDP,882,8714,12037.16,18,105,0,0,0,3524,0.47,8,SYN,0,0,0,0.46,Normal
192.168.1.34,10.0.0.165,UDP,970,11420,2579.91,18,19,0,0,0,9511,0.55,10,SYN,0,0,0,0.68,Normal
192.168.1.193,10.0.0.242,UDP,1195,6448,15144.06,49,168,0,0,0,1638,0.31,4,RST,0,0,0,1.0,Normal
192.168.1.55,10.0.0.79,TCP,1418,5796,15742.46,19,21,0,0,0,4651,0.16,17,URG,0,0,0,0.71,Normal
192.168.1.119,10.0.0.204,UDP,603,4161,2792.29,10,58,0,0,0,7113,0.52,18,URG,1,0,0,0.61,Normal
192.168.1.218,10.0.0.61,TCP,502,13209,12317.02,23,154,0,0,0,9798,0.28,13,SYN,0,0,0,0.36,Normal
192.168.1.171,10.0.0.113,TCP,1051,6103,18905.13,21,36,0,0,0,654,0.24,1,PSH,0,0,0,0.24,Normal
192.168.1.202,10.0.0.121,TCP,729,15595,1887.88,0,44,1,0,0,4802,0.72,17,URG,0,0,0,0.15,Unauthorized Access
192.168.1.158,10.0.0.207,TCP,447,19293,3300.49,43,64,0,0,0,529,0.56,0,FIN,0,0,0,0.68,Normal
192.168.1.114,10.0.0.34,ICMP,645,5026,15312.84,42,27,0,0,0,3356,0.74,8,PSH,0,0,0,0.96,Normal
192.168.1.210,10.0.0.70,UDP,223,6519,6745.14,9,136,0,0,0,9977,0.45,11,PSH,0,0,0,0.54,Normal
192.168.1.145,10.0.0.17,UDP,495,12298,19111.88,10,90,0,0,0,6822,0.08,17,PSH,0,0,0,0.42,Normal
192.168.1.26,10.0.0.240,ICMP,1483,2970,12491.02,7,129,0,0,0,1077,0.49,15,URG,0,0,0,0.95,Normal
192.168.1.136,10.0.0.241,UDP,678,8926,9669.17,16,127,0,0,0,7180,0.6,6,PSH,0,0,0,0.28,Normal
192.168.1.47,10.0.0.249,TCP,551,17700,6759.89,5,23,0,0,0,8396,0.78,20,FIN,0,0,0,0.31,Normal
192.168.1.232,10.0.0.20,ICMP,1276,17153,4790.1,6,73,0,0,0,1243,0.58,2,RST,0,0,0,0.74,Normal
192.168.1.113,10.0.0.201,TCP,406,14212,13003.92,30,31,0,0,0,7565,0.8,6,RST,0,0,0,0.38,Normal
192.168.1.76,10.0.0.59,ICMP,1448,16620,11844.66,36,135,0,0,0,4851,0.51,5,FIN,0,0,0,0.62,Normal
192.168.1.219,10.0.0.69,TCP,172,8509,7164.68,3,9,0,0,0,5357,0.61,2,FIN,0,0,0,0.61,Normal
192.168.1.72,10.0.0.215,UDP,912,19772,18356.36,6,199,0,0,1,2830,0.02,14,URG,0,0,0,0.36,DDoS Attack
192.168.1.89,10.0.0.161,UDP,364,10046,15238.46,15,125,0,0,0,2623,0.86,20,RST,0,0,0,0.48,Normal
192.168.1.46,10.0.0.102,UDP,1455,5218,5208.75,24,181,1,0,0,2964,0.17,2,ACK,0,1,0,1.0,Unauthorized Access
192.168.1.196,10.0.0.120,ICMP,1342,7452,18867.89,35,116,0,1,1,2163,0.74,9,ACK,0,0,0,0.92,Malware Attack
192.168.1.33,10.0.0.206,UDP,1403,10870,15113.23,34,144,0,0,0,7513,0.44,18,FIN,0,0,0,0.08,Normal
192.168.1.1,10.0.0.145,ICMP,768,7055,17943.17,13,152,0,0,0,3664,0.89,21,URG,0,0,0,0.33,Normal
192.168.1.147,10.0.0.57,TCP,1158,16257,2733.04,35,74,0,0,0,9652,0.3,22,FIN,1,0,0,0.81,Normal
192.168.1.31,10.0.0.83,UDP,332,7634,669.61,8,174,0,0,1,5818,0.97,0,ACK,0,0,0,0.06,DDoS Attack
192.168.1.208,10.0.0.225,TCP,1296,18173,9863.44,10,157,0,0,0,1895,0.74,24,ACK,0,0,0,0.69,Normal
192.168.1.142,10.0.0.129,UDP,541,13194,8968.58,0,30,0,0,0,5596,0.61,10,FIN,0,0,0,0.64,Normal
192.168.1.53,10.0.0.13,TCP,239,16979,17397.38,8,179,0,0,0,9756,0.94,0,PSH,0,1,0,0.45,Normal
192.168.1.48,10.0.0.238,ICMP,302,17772,3451.19,24,159,0,0,1,3041,0.54,3,FIN,0,0,0,0.24,DDoS Attack
192.168.1.69,10.0.0.155,UDP,956,12559,481.41,39,30,0,0,0,6077,0.36,21,PSH,0,0,0,0.03,Normal
192.168.1.105,10.0.0.198,ICMP,673,12992,10589.66,14,34,1,0,0,9694,0.7,12,SYN,0,0,0,0.04,Unauthorized Access
192.168.1.90,10.0.0.187,ICMP,922,6939,3559.55,23,19,0,0,0,8265,0.24,0,URG,0,0,0,0.96,Normal
192.168.1.190,10.0.0.6,TCP,555,6430,999.68,7,156,0,0,0,8015,0.52,0,PSH,0,0,0,0.9,Normal
192.168.1.220,10.0.0.97,UDP,162,12012,453.91,28,6,0,0,1,3589,0.89,0,ACK,0,0,0,0.41,DDoS Attack
192.168.1.194,10.0.0.94,ICMP,392,4041,2857.25,6,145,0,0,1,3931,0.44,7,ACK,0,0,0,0.73,DDoS Attack
192.168.1.242,10.0.0.110,TCP,1413,7452,7523.37,45,101,0,0,0,8376,0.42,23,RST,0,0,0,0.9,Normal
192.168.1.192,10.0.0.227,TCP,508,6370,17680.53,17,91,0,0,0,9009,0.34,12,FIN,0,0,0,0.56,Normal
192.168.1.198,10.0.0.151,TCP,1061,18241,15213.89,2,107,0,0,0,7808,0.66,23,RST,0,0,0,0.05,Normal
192.168.1.63,10.0.0.138,UDP,358,17435,10608.06,46,164,0,0,0,7183,0.27,12,FIN,0,0,0,0.82,Normal
192.168.1.73,10.0.0.51,UDP,505,4849,8612.59,23,1,0,0,0,1796,0.81,4,URG,0,0,0,0.73,Normal
192.168.1.161,10.0.0.147,TCP,858,11687,9121.42,19,144,0,0,0,2552,0.63,10,ACK,0,0,0,0.83,Normal
192.168.1.169,10.0.0.51,UDP,954,7361,17694.04,30,196,0,0,0,2276,0.96,15,SYN,0,0,0,0.88,Normal
192.168.1.89,10.0.0.220,TCP,94,16636,14495.38,25,47,1,0,0,9190,0.92,8,SYN,0,0,0,0.3,Unauthorized Access
192.168.1.176,10.0.0.87,UDP,1218,5555,3448.53,37,23,0,1,0,6276,0.32,10,URG,0,0,0,0.85,Malware Attack
192.168.1.13,10.0.0.68,UDP,501,2110,18795.24,46,195,0,1,1,7336,0.82,7,RST,0,0,0,0.95,Malware Attack
192.168.1.73,10.0.0.84,TCP,1413,9451,15460.57,45,190,0,0,0,1866,0.05,23,FIN,0,0,0,0.86,Normal
192.168.1.245,10.0.0.211,TCP,1354,1747,692.78,42,85,0,0,0,4789,0.33,20,URG,0,0,0,0.98,Normal
192.168.1.77,10.0.0.42,UDP,349,10120,10050.12,7,88,0,0,0,7653,0.77,1,PSH,0,0,1,0.64,Normal
192.168.1.159,10.0.0.219,TCP,354,19148,13059.11,31,143,0,0,0,1273,0.07,1,ACK,0,0,0,0.41,Normal
192.168.1.233,10.0.0.57,TCP,431,17786,1229.17,7,67,0,0,0,4962,0.6,20,RST,0,0,0,0.32,Normal
192.168.1.203,10.0.0.226,TCP,549,8449,7067.67,4,43,1,0,0,1296,0.76,15,URG,0,1,0,0.91,Unauthorized Access
192.168.1.68,10.0.0.196,TCP,618,12310,12969.57,15,136,0,0,0,1560,0.71,22,ACK,0,0,0,0.19,Normal
192.168.1.98,10.0.0.248,UDP,231,19826,16323.59,26,115,0,0,0,9755,0.78,1,ACK,0,0,0,0.48,Normal
192.168.1.125,10.0.0.166,ICMP,1257,13660,19542.99,38,98,0,0,0,8180,0.16,11,FIN,0,0,0,0.24,Normal
192.168.1.102,10.0.0.62,UDP,834,7794,2441.39,0,172,0,1,0,4915,0.32,6,URG,0,0,0,0.9,Malware Attack
192.168.1.238,10.0.0.7,TCP,1433,18475,12651.72,4,26,0,0,0,5844,0.76,18,RST,0,0,0,0.57,Normal
192.168.1.132,10.0.0.112,TCP,141,9549,17856.87,2,195,0,0,1,3523,0.59,13,URG,0,0,0,0.83,DDoS Attack
192.168.1.102,10.0.0.253,UDP,914,13872,14341.19,44,160,0,0,0,4875,0.09,6,URG,0,0,0,0.28,Normal
192.168.1.19,10.0.0.199,TCP,1172,16526,12651.67,16,64,0,0,1,4762,0.92,20,URG,0,0,0,0.97,DDoS Attack
192.168.1.198,10.0.0.178,UDP,955,11825,4296.3,32,43,0,0,0,9292,0.17,3,FIN,0,0,0,0.83,Normal
192.168.1.226,10.0.0.180,ICMP,724,1864,16307.79,18,112,0,0,1,7372,0.59,21,SYN,0,0,0,0.46,DDoS Attack
192.168.1.82,10.0.0.26,TCP,1288,11146,11254.2,3,62,1,0,0,3474,0.21,18,RST,0,0,0,0.97,Unauthorized Access
192.168.1.141,10.0.0.154,ICMP,652,5087,2237.21,12,139,0,0,0,6289,0.82,2,FIN,0,0,0,0.64,Normal
192.168.1.233,10.0.0.246,ICMP,1448,5350,18712.68,49,118,0,0,0,2999,0.58,17,PSH,0,0,0,0.21,Normal
192.168.1.23,10.0.0.19,TCP,825,615,19767.93,42,137,0,0,0,2996,0.41,12,URG,0,0,0,0.09,Normal
192.168.1.83,10.0.0.9,TCP,628,12908,10758.07,25,48,0,0,1,5423,0.73,9,FIN,0,0,0,0.09,DDoS Attack
192.168.1.109,10.0.0.61,UDP,875,13381,15531.82,40,134,0,0,0,4345,0.35,14,PSH,0,0,0,0.28,Normal
192.168.1.75,10.0.0.20,UDP,365,14986,11670.42,30,54,0,0,0,6435,0.0,11,PSH,0,0,0,0.67,Normal
192.168.1.129,10.0.0.106,TCP,356,16525,8449.89,34,62,0,0,1,7786,0.09,2,PSH,0,0,0,0.05,DDoS Attack
192.168.1.88,10.0.0.237,UDP,357,12690,8188.07,15,127,0,0,0,8308,0.06,21,FIN,0,0,0,0.48,Normal
192.168.1.254,10.0.0.50,ICMP,172,13110,19286.64,23,121,0,0,0,341,0.22,19,FIN,0,0,0,0.63,Normal
192.168.1.54,10.0.0.208,ICMP,428,6167,7382.04,29,182,0,0,0,6190,0.91,8,URG,0,0,0,0.33,Normal
192.168.1.199,10.0.0.246,TCP,663,16055,9814.18,16,98,0,0,0,6211,0.19,9,URG,0,0,0,0.06,Normal
192.168.1.89,10.0.0.81,UDP,741,17197,4977.33,12,56,0,0,0,9625,0.58,11,SYN,0,0,0,0.06,Normal
192.168.1.213,10.0.0.150,TCP,1354,11469,5073.11,37,82,0,0,0,9741,0.79,23,SYN,0,0,0,0.8,Normal
192.168.1.143,10.0.0.141,ICMP,156,13235,7130.98,6,87,0,0,0,3547,0.74,17,PSH,0,0,0,0.26,Normal
192.168.1.65,10.0.0.140,TCP,1151,3643,18496.3,8,158,0,0,0,5152,0.33,17,ACK,0,0,0,0.84,Normal
192.168.1.76,10.0.0.10,TCP,491,2686,7936.8,20,131,0,0,0,5717,0.48,1,RST,0,0,0,0.32,Normal
192.168.1.250,10.0.0.65,TCP,701,1225,11050.27,29,128,0,0,0,3786,0.08,24,RST,0,0,0,0.93,Normal
192.168.1.199,10.0.0.224,TCP,431,18871,10919.61,36,61,0,0,0,7118,0.1,19,ACK,0,0,0,1.0,Normal
192.168.1.143,10.0.0.158,ICMP,168,15870,11667.19,36,143,0,0,0,6631,0.25,11,FIN,0,0,0,0.8,Normal
192.168.1.149,10.0.0.8,TCP,272,2274,16402.67,21,3,1,0,0,7409,0.15,15,FIN,0,0,0,0.6,Unauthorized Access
192.168.1.147,10.0.0.149,TCP,1075,979,18025.02,46,143,0,0,0,8965,0.07,6,SYN,1,1,0,0.04,Normal
192.168.1.60,10.0.0.22,UDP,537,6638,4182.85,30,195,0,0,0,1214,0.26,24,ACK,0,0,0,0.57,Normal
192.168.1.93,10.0.0.18,TCP,1148,610,17210.34,3,157,0,0,0,5309,0.53,2,PSH,0,0,0,0.05,Normal
192.168.1.217,10.0.0.194,UDP,1433,4465,10958.67,9,31,0,0,1,1735,0.21,4,ACK,0,0,1,0.89,DDoS Attack
192.168.1.161,10.0.0.176,TCP,75,9534,18490.15,29,199,0,0,0,5601,0.28,16,RST,0,0,0,0.23,Normal
192.168.1.49,10.0.0.172,UDP,529,2726,18323.97,29,71,0,0,0,1573,0.82,19,URG,1,0,0,0.64,Normal
192.168.1.224,10.0.0.9,TCP,712,12718,7794.77,40,55,0,0,0,1279,0.75,23,RST,0,1,0,0.47,Normal
192.168.1.241,10.0.0.195,UDP,1282,17175,13041.02,6,92,0,0,0,1304,0.03,18,URG,0,0,0,0.55,Normal
192.168.1.35,10.0.0.54,TCP,1161,1444,17429.51,14,124,1,0,0,2531,0.08,6,FIN,0,0,0,0.39,Unauthorized Access
192.168.1.172,10.0.0.26,TCP,938,14862,7700.33,18,171,0,0,0,9366,0.93,18,URG,0,0,0,0.26,Normal
192.168.1.102,10.0.0.213,UDP,449,4348,886.07,9,110,0,0,0,2275,0.36,13,RST,1,0,0,0.04,Normal
192.168.1.218,10.0.0.94,TCP,1223,14975,7202.56,38,104,0,0,0,4219,0.02,14,RST,0,0,0,0.52,Normal
192.168.1.11,10.0.0.220,TCP,947,2712,7314.43,26,25,0,0,0,6906,0.39,12,FIN,0,0,0,0.05,Normal
192.168.1.99,10.0.0.100,TCP,618,8661,16136.84,2,183,0,0,0,3962,0.76,4,RST,0,0,0,0.92,Normal
192.168.1.200,10.0.0.26,TCP,1126,16199,6199.37,34,120,0,0,0,6183,0.9,3,FIN,0,0,0,0.83,Normal
192.168.1.110,10.0.0.34,ICMP,717,16925,17880.73,17,50,0,0,0,1236,0.7,10,ACK,0,0,0,0.95,Normal
192.168.1.206,10.0.0.8,TCP,1407,1987,10977.34,23,38,1,0,0,4011,0.27,2,SYN,1,0,0,0.63,Unauthorized Access
192.168.1.74,10.0.0.138,ICMP,928,13847,11727.22,12,60,0,0,0,129,0.99,13,RST,0,0,0,0.89,Normal
192.168.1.194,10.0.0.48,ICMP,1052,11479,16142.08,43,85,0,0,0,8256,0.15,17,URG,1,0,0,0.09,Normal
192.168.1.174,10.0.0.183,TCP,416,14070,2700.16,16,180,0,0,0,7879,0.37,7,FIN,0,0,0,0.34,Normal
192.168.1.9,10.0.0.107,UDP,577,300,368.65,16,84,0,0,0,8213,0.36,0,PSH,0,0,0,0.84,Normal
192.168.1.3,10.0.0.242,UDP,867,6087,1141.73,10,198,1,0,0,1834,0.49,8,PSH,0,0,0,0.13,Unauthorized Access
192.168.1.85,10.0.0.54,TCP,1457,19969,622.96,16,76,0,0,0,9981,0.12,15,SYN,0,0,0,0.34,Normal
192.168.1.26,10.0.0.206,ICMP,406,10677,14000.9,48,173,0,0,0,6826,0.61,15,ACK,0,0,0,0.38,Normal
192.168.1.72,10.0.0.168,UDP,1412,6624,4906.97,18,100,0,0,0,4139,0.64,3,FIN,0,0,0,0.68,Normal
192.168.1.48,10.0.0.119,TCP,1454,16906,17149.87,6,112,0,0,0,6153,0.45,20,SYN,0,0,0,0.23,Normal
192.168.1.194,10.0.0.143,TCP,399,1649,17658.67,18,19,1,0,0,4458,0.1,15,URG,0,0,0,0.71,Unauthorized Access
192.168.1.198,10.0.0.81,ICMP,1383,8456,7128.18,33,133,0,0,0,7043,0.76,3,ACK,0,0,0,0.15,Normal
192.168.1.156,10.0.0.245,UDP,87,4826,3904.56,28,170,1,0,0,1142,0.93,18,URG,1,0,0,0.54,Unauthorized Access
192.168.1.117,10.0.0.146,TCP,948,19031,9981.25,29,122,0,0,0,8729,0.35,17,PSH,0,0,0,0.62,Normal
192.168.1.221,10.0.0.96,UDP,167,18359,16318.01,41,93,0,0,0,5020,0.24,13,URG,0,0,0,0.43,Normal
192.168.1.154,10.0.0.102,TCP,1499,16444,13700.99,28,101,0,0,0,9159,0.95,2,ACK,0,0,0,0.23,Normal
192.168.1.153,10.0.0.151,TCP,637,809,524.59,37,30,0,0,0,638,0.14,2,URG,0,0,0,0.94,Normal
192.168.1.12,10.0.0.62,TCP,838,9949,152.94,47,65,0,0,0,7349,0.48,5,RST,0,0,0,0.28,Normal
192.168.1.133,10.0.0.46,ICMP,1381,6652,2284.93,7,76,0,0,0,4222,0.69,3,URG,0,0,0,0.87,Normal
192.168.1.226,10.0.0.87,ICMP,950,16630,6742.11,3,5,0,1,0,4370,0.04,14,PSH,0,0,0,0.69,Malware Attack
192.168.1.48,10.0.0.99,ICMP,306,16865,10742.28,27,38,0,0,0,6151,0.81,20,PSH,0,0,0,0.65,Normal
192.168.1.37,10.0.0.39,UDP,405,2214,16353.52,10,139,0,0,0,5643,0.67,3,PSH,0,0,0,0.96,Normal
192.168.1.207,10.0.0.143,ICMP,696,7191,2864.43,17,84,0,0,1,5201,0.75,12,SYN,0,0,0,0.18,DDoS Attack
192.168.1.44,10.0.0.53,ICMP,928,6269,3058.06,20,29,0,0,0,9612,0.21,23,FIN,0,0,0,0.45,Normal
192.168.1.228,10.0.0.216,UDP,236,8340,17273.97,46,14,0,0,0,4338,0.27,8,URG,0,0,0,0.86,Normal
192.168.1.15,10.0.0.192,UDP,166,14420,18481.26,47,74,0,0,0,5313,1.0,22,ACK,0,0,0,0.78,Normal
192.168.1.43,10.0.0.191,UDP,223,17777,11030.28,39,91,0,0,0,7826,0.36,8,RST,1,0,0,0.17,Normal
192.168.1.176,10.0.0.220,UDP,1344,11297,15700.0,31,108,0,0,0,5078,0.02,16,FIN,0,0,0,0.24,Normal
192.168.1.87,10.0.0.80,ICMP,777,18106,6860.0,16,10,0,0,0,2271,0.35,17,URG,0,0,0,0.26,Normal
